0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
-0.4914645,-1.22265,0.18916512,-0.39174333,-2.2552996,-0.6925312,-0.45647597,-0.13459796,0.50025094,-0.46672887,-2.042533,-0.6676782,0.30223525,-0.13317516,-0.9642122,-0.86415493,0.024430871,-0.18438588,0.43715173,0.37391964,-0.6690252,-0.9858728,-0.8006506,0.023591783,0.1989755,0.07131061,0.004453714,0.25088188,0.09195086,0.04546933,0.14938635,0.07681818,0.080307685,0.24756922,0.11037995,0.02192063,-0.020828063,0.0549452,0.20950161,0.057824798,-0.015685976,0.04736841,0.18176995,0.28718734,0.25019568,0.19320449,-0.010020561,-0.15908085,-0.023103256,-0.0071179653,-0.26946798,-0.030819874,0.0025976321,-0.036879867,-0.027050111,-0.057996314,-0.1336284,-0.09687828,-0.06909938,-0.10534591,-0.096125185,-0.14808314,-0.13679333,-0.10582244,-0.14295368,-0.088325985,0.04108186,0.048812855,0.09998825
-0.3951599,0.072584584,0.25629047,-0.70835555,0.023079604,0.6048502,0.30213168,0.19191128,0.2509948,0.34454006,0.3381515,0.9691746,1.7158563,1.4500942,-0.13049164,-0.3635216,0.91341317,1.2701159,1.6169506,1.4520653,-0.030808546,-0.2797802,-0.37031043,0.023591783,0.1989755,0.07131061,0.004453714,0.25088188,0.09195086,0.04546933,0.14938635,0.07681818,0.080307685,0.24756922,0.11037995,0.02192063,-0.020828063,0.0549452,0.20950161,0.057824798,-0.015685976,0.04736841,0.18176995,0.28718734,0.25019568,0.19320449,-0.010020561,-0.15908085,-0.023103256,-0.0071179653,-0.26946798,-0.030819874,0.0025976321,-0.036879867,-0.027050111,-0.057996314,-0.1336284,-0.09687828,-0.06909938,-0.10534591,-0.096125185,-0.14808314,-0.13679333,-0.10582244,-0.14295368,-0.088325985,0.04108186,0.048812855,0.09998825
-0.40621853,0.28491506,0.5400064,-0.60553014,0.124258645,0.36923444,-0.4416763,-0.19224934,0.6252502,0.13879752,-0.5946774,0.20392169,0.51775235,0.3809106,0.16140981,0.68813074,1.1569083,0.9790697,1.8085713,1.5579891,0.41182855,0.038572878,-0.6893208,0.008031849,0.0870932,0.027975377,-0.028581323,0.10766838,0.09397993,0.012598344,0.052066132,0.052886855,0.07716484,0.17218901,0.0317519,-0.0520194,-0.02135314,0.13359371,0.15574518,-0.019652847,-0.020817507,-0.0122879315,0.10133056,0.29262543,0.24849544,0.15002987,-0.005281317,-0.06410587,0.016076272,-0.005957738,-0.17202152,-0.020066865,0.009060935,-0.030296773,-0.019326577,-0.03473988,-0.10156872,-0.066226296,-0.01995385,-0.041848194,-0.053146522,-0.13577053,-0.116426446,-0.035124004,-0.10714522,-0.07875416,0.0598361,0.0074474625,0.039796237
-0.27196318,0.035621136,0.313965,-0.35893235,-0.42334256,-0.5026437,-0.24867637,1.2024612,1.06779,0.105825305,-0.04885097,0.20476098,0.68283933,0.5109878,0.2580517,1.2411954,0.7505416,-0.67045695,0.57773757,1.6539532,0.8027202,0.6533261,0.11335294,0.0046509155,0.036999762,0.07429843,0.00792668,-0.09852378,-0.016405385,0.019046653,-0.03046735,-0.061557885,-0.038281806,-0.0829928,-0.15353036,-0.17151085,-0.18568951,-0.0022615138,0.09612574,0.00030165538,-0.06492598,-0.18330802,-0.053590596,0.20979477,0.19056776,0.16786978,-0.007883313,0.0016360842,0.006903344,0.0010259161,0.02071973,0.047702823,0.048775032,-0.08917124,-0.09928794,0.012324712,-0.0007136706,-0.021709492,-0.017733239,-0.020884112,-0.054334905,-0.04662114,0.09238187,0.12977406,0.002648536,-0.049920663,-0.08651624,-0.09250714,-0.050733633
-0.46991152,0.11953289,0.54789925,-0.99733937,-0.52312535,1.0243468,0.17845848,-0.1530252,0.6465217,0.7028046,0.18785858,0.22400123,0.54167765,0.45833346,0.30697185,-0.066318616,0.05404347,0.94174737,1.0766797,1.3018986,1.897133,0.83826244,0.08408025,-0.0047819107,-0.014532385,-0.026708346,-0.08072317,-0.117014304,-0.0699304,-0.18218316,-0.27732018,-0.17175487,-0.09173155,-0.1885849,-0.250139,-0.20302358,-0.2035771,-0.13465002,-0.010420284,-0.010689256,-0.17406762,-0.28491312,-0.1618374,-0.08986935,-0.050869696,0.029208956,-0.004604814,-0.021431804,-0.056544773,-0.04796144,-0.009086512,-0.08024628,-0.18589969,-0.18033706,-0.07006998,-0.102948025,-0.18909504,-0.12763196,-0.08235949,-0.07875458,-0.09417018,0.008999552,0.008613182,-0.14981695,-0.053874247,-0.0658914,-0.23218066,-0.1195742,-0.06413356
-0.3613317,0.29843855,0.80363834,-0.30392358,-0.4513542,-0.0020918846,0.079966456,-0.2053489,-0.3082782,-0.20128646,-0.9299951,-0.9216272,-0.6546289,-1.235274,-0.89150286,1.2414167,1.8691196,0.39562336,0.17428127,0.99091876,0.5543284,0.4510061,0.4546594,0.0011590582,0.037896015,0.012749763,-0.05318604,-0.034263838,0.018345729,-0.101022795,-0.277303,-0.08591409,-0.0042871684,-0.25183052,-0.2671721,-0.14464918,-0.15526418,-0.2120081,-0.02884408,0.05786204,-0.14953081,-0.16638362,-0.16909978,-0.21672833,-0.05665753,0.012698847,0.018860154,0.030162178,0.018446758,0.04605191,0.05231897,0.020086149,0.074993156,0.1569428,0.1466423,0.090707056,0.0653977,0.06803075,0.12829383,0.11152269,-0.020732868,-0.0010630302,-0.00036002637,-0.06601746,0.03752816,0.044664487,-0.0039495975,0.047967017,0.023622397
-0.41538772,-0.024366263,0.066328645,-1.2998567,-0.7837402,-0.21024942,-1.8945346,-1.7364948,-0.28480276,-0.7097529,-1.9785161,-1.5097512,-0.3640965,-0.51531774,-0.8319222,0.27828768,0.059336938,-1.6125404,-0.5931853,0.5781541,-0.20300618,0.12623896,0.19610927,0.035085723,0.06698493,0.019908955,0.06444777,0.080972485,-0.106015995,-0.10015586,0.027291143,0.054149404,0.047594678,0.091619104,0.08789758,-0.038742006,-0.12251832,-0.19843197,-0.114250496,-0.01841258,-0.094016664,-0.101799384,-0.26244676,-0.3721699,-0.1672052,-0.15911378,0.006232436,0.026664596,0.037336215,0.05181947,0.07102512,0.03952211,0.099901356,0.1802438,0.09679262,0.11808182,0.33202136,0.3168342,0.09098026,0.07276669,0.11003744,-0.14069626,-0.11172989,0.24925654,0.14547355,-0.07692394,0.043317024,-0.022731338,-0.14590009
-0.27557147,0.6407888,0.87200797,-0.7810323,-0.7060561,0.44145274,-0.08698247,-0.59122026,0.7497966,0.9668182,-0.95551443,-1.0831637,0.119110614,-0.4655184,-1.4696018,0.47917363,1.2947352,-0.4040532,-0.2816323,0.21838546,0.28306383,0.76493347,0.2961896,0.013925914,0.07593616,0.069352865,0.045138683,0.11955778,0.046262182,0.052274257,0.30543512,0.28175482,0.18488923,0.3836845,0.39110452,0.13262028,0.09022116,0.020352364,-0.3451971,-0.2069024,0.30329376,0.088499635,-0.29456928,-0.07751708,0.044147532,-0.10649518,-0.011794021,-0.00917502,0.018673459,0.0072393413,-0.006692285,-0.015792279,0.026739724,0.1348455,0.041530844,-0.037602503,0.05424931,0.06363863,-0.028659478,-0.033090584,0.043664243,-0.04661897,-0.0074981228,0.1762512,0.016441446,-0.046838284,0.07684697,0.08132313,0.07697613
-0.14227521,0.7206753,0.80673397,-0.13664795,0.1776904,-0.7303493,-1.1970992,0.19892153,0.5650989,0.35626635,1.1706657,1.5031284,-0.22252026,-0.92441905,-0.5994358,-0.6993036,-0.0448156,0.7748449,0.50308156,-1.0142939,-1.4579191,-0.6917225,-1.6718681,-0.01133273,0.0005803723,0.048133563,0.08550982,0.12345574,0.027606204,0.06965792,0.28091386,0.2017588,0.08352332,0.16576451,0.19618131,0.10135513,0.079050794,0.06091746,-0.24936011,-0.199067,0.20498677,0.056589242,-0.1451499,-0.0038044844,0.04876532,-0.0017090382,-0.026600126,-0.07871652,-0.05767257,-0.031885054,0.011686839,0.06546245,-0.031207703,-0.1250453,-0.055636205,-0.095205426,-0.30538163,-0.2541302,0.03639849,0.10999705,0.061505705,0.060129955,-0.074692704,-0.23790249,-0.034531474,0.20365992,0.090316534,0.039742593,0.14581735
-0.34840775,0.6674121,0.9707988,-0.7515713,-0.026915044,0.63205886,-0.17852625,1.3882434,2.12404,0.87642556,0.23343128,0.41299343,0.22845295,-0.14679122,-0.7821205,-1.5481529,-0.35108995,1.306294,-0.119846545,-1.26826,0.14117786,1.2214385,0.681943,-0.0073833987,-0.044248205,-0.021819528,0.07777004,0.17704862,0.14744627,0.18928578,0.21111129,0.038803216,-0.07416093,-0.050936203,0.0036215363,0.0009947303,0.035499375,0.10667573,-0.062729836,-0.11435585,0.04396032,0.059995845,0.11993061,0.1497357,0.08954279,0.14075066,0.017098572,0.0015676748,-0.024903417,0.0074472567,-0.008572005,0.06587057,0.15456025,-0.04860651,-0.11311415,-0.0101243565,-0.07192057,-0.12489658,-0.07987204,-0.09830145,-0.07122554,0.20320722,0.19488826,-0.10170789,-0.041187212,0.12643336,0.06900783,-0.014868271,0.037369017
